station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-05-14,00:00 - 00:30,00:00 - 00:30,12.0,12.4,11.3,97.0,0.0
Fornells de la Selva,2026-05-14,00:30 - 01:00,00:30 - 01:00,11.2,11.6,10.9,97.0,0.0
Fornells de la Selva,2026-05-14,01:00 - 01:30,01:00 - 01:30,11.2,11.4,10.8,98.0,0.0
Fornells de la Selva,2026-05-14,01:30 - 02:00,01:30 - 02:00,11.6,12.1,11.2,98.0,0.0
Fornells de la Selva,2026-05-14,02:00 - 02:30,02:00 - 02:30,12.1,12.3,11.9,98.0,0.0
Fornells de la Selva,2026-05-14,02:30 - 03:00,02:30 - 03:00,12.5,12.7,12.4,98.0,0.6
Fornells de la Selva,2026-05-14,03:00 - 03:30,03:00 - 03:30,12.8,12.8,12.7,98.0,0.0
Fornells de la Selva,2026-05-14,03:30 - 04:00,03:30 - 04:00,12.6,12.7,12.4,98.0,0.0
Fornells de la Selva,2026-05-14,04:00 - 04:30,04:00 - 04:30,12.7,12.9,12.6,98.0,0.0
Fornells de la Selva,2026-05-14,04:30 - 05:00,04:30 - 05:00,12.8,12.8,12.8,98.0,0.0
Fornells de la Selva,2026-05-14,05:00 - 05:30,05:00 - 05:30,12.7,12.9,12.6,98.0,0.1
Fornells de la Selva,2026-05-14,05:30 - 06:00,05:30 - 06:00,13.2,13.5,12.9,98.0,0.0
Fornells de la Selva,2026-05-14,06:00 - 06:30,06:00 - 06:30,13.8,13.9,13.5,98.0,0.0
Fornells de la Selva,2026-05-14,06:30 - 07:00,06:30 - 07:00,14.2,15.2,13.8,97.0,0.0
Fornells de la Selva,2026-05-14,07:00 - 07:30,07:00 - 07:30,15.3,16.3,14.7,91.0,0.0
Fornells de la Selva,2026-05-14,07:30 - 08:00,07:30 - 08:00,16.2,16.8,15.6,81.0,0.0
Fornells de la Selva,2026-05-14,08:00 - 08:30,08:00 - 08:30,16.6,17.0,16.3,77.0,0.0
Fornells de la Selva,2026-05-14,08:30 - 09:00,08:30 - 09:00,16.1,16.7,15.8,76.0,0.0
Fornells de la Selva,2026-05-14,09:00 - 09:30,09:00 - 09:30,17.2,18.4,15.9,70.0,0.0
Fornells de la Selva,2026-05-14,09:30 - 10:00,09:30 - 10:00,17.7,18.5,17.4,67.0,0.0
Fornells de la Selva,2026-05-14,10:00 - 10:30,10:00 - 10:30,17.7,18.2,16.9,67.0,0.0
Fornells de la Selva,2026-05-14,10:30 - 11:00,10:30 - 11:00,18.5,19.7,16.9,64.0,0.0
Fornells de la Selva,2026-05-14,11:00 - 11:30,11:00 - 11:30,18.9,19.6,18.1,59.0,0.0
Fornells de la Selva,2026-05-14,11:30 - 12:00,11:30 - 12:00,19.0,20.1,18.4,52.0,0.0
Fornells de la Selva,2026-05-14,12:00 - 12:30,12:00 - 12:30,20.5,21.0,20.2,48.0,0.0
Fornells de la Selva,2026-05-14,12:30 - 13:00,12:30 - 13:00,21.0,21.6,20.7,46.0,0.0
Fornells de la Selva,2026-05-14,13:00 - 13:30,13:00 - 13:30,21.4,22.2,18.9,50.0,0.0
Fornells de la Selva,2026-05-14,13:30 - 14:00,13:30 - 14:00,18.4,19.4,17.6,65.0,0.0
Fornells de la Selva,2026-05-14,14:00 - 14:30,14:00 - 14:30,17.6,19.4,16.6,67.0,0.0
Fornells de la Selva,2026-05-14,14:30 - 15:00,14:30 - 15:00,17.2,18.1,16.6,67.0,0.0
Fornells de la Selva,2026-05-14,15:00 - 15:30,15:00 - 15:30,18.0,18.5,17.7,63.0,0.0
Fornells de la Selva,2026-05-14,15:30 - 16:00,15:30 - 16:00,16.6,17.6,15.7,71.0,0.0
Fornells de la Selva,2026-05-14,16:00 - 16:30,16:00 - 16:30,15.5,15.7,15.5,76.0,0.0
Fornells de la Selva,2026-05-14,16:30 - 17:00,16:30 - 17:00,15.2,15.6,14.7,79.0,0.0
Fornells de la Selva,2026-05-14,17:00 - 17:30,17:00 - 17:30,14.3,14.7,13.6,85.0,0.0
Fornells de la Selva,2026-05-14,17:30 - 18:00,17:30 - 18:00,13.7,13.7,13.6,90.0,0.0
Fornells de la Selva,2026-05-14,18:00 - 18:30,18:00 - 18:30,13.4,13.5,13.2,91.0,0.0
Fornells de la Selva,2026-05-14,18:30 - 19:00,18:30 - 19:00,13.3,13.4,13.2,90.0,0.0
Fornells de la Selva,2026-05-14,19:00 - 19:30,19:00 - 19:30,13.1,13.2,12.9,91.0,0.0
Fornells de la Selva,2026-05-14,19:30 - 20:00,19:30 - 20:00,13.0,13.1,12.9,90.0,0.0
