station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-05-01,00:00 - 00:30,00:00 - 00:30,15.3,15.4,15.3,95.0,0.0,4.3,24.0,13.0,1021.2,0.0
Girona,2026-05-01,00:30 - 01:00,00:30 - 01:00,15.0,15.2,14.8,97.0,0.0,1.8,13.0,6.1,1021.3,0.0
Girona,2026-05-01,01:00 - 01:30,01:00 - 01:30,15.3,15.4,15.1,97.0,0.0,4.0,37.0,10.8,1021.2,0.0
Girona,2026-05-01,01:30 - 02:00,01:30 - 02:00,15.4,15.5,15.3,93.0,0.0,4.0,15.0,9.7,1021.1,0.0
Girona,2026-05-01,02:00 - 02:30,02:00 - 02:30,15.2,15.3,15.1,92.0,0.0,4.7,357.0,13.3,1021.2,0.0
Girona,2026-05-01,02:30 - 03:00,02:30 - 03:00,15.2,15.2,15.2,90.0,0.0,2.2,11.0,10.8,1021.3,0.0
Girona,2026-05-01,03:00 - 03:30,03:00 - 03:30,15.3,15.4,15.2,88.0,0.0,2.2,25.0,7.9,1021.3,0.0
Girona,2026-05-01,03:30 - 04:00,03:30 - 04:00,15.5,15.6,15.4,84.0,0.0,3.2,357.0,10.4,1021.3,0.0
Girona,2026-05-01,04:00 - 04:30,04:00 - 04:30,15.7,15.7,15.6,82.0,0.0,4.3,350.0,10.1,1021.5,0.0
Girona,2026-05-01,04:30 - 05:00,04:30 - 05:00,15.7,15.8,15.7,81.0,0.0,3.6,12.0,10.8,1021.6,1.0
Girona,2026-05-01,05:00 - 05:30,05:00 - 05:30,15.9,16.0,15.8,80.0,0.0,4.3,22.0,11.2,1021.9,13.0
Girona,2026-05-01,05:30 - 06:00,05:30 - 06:00,16.2,16.7,16.0,79.0,0.0,3.6,12.0,12.2,1022.1,90.0
Girona,2026-05-01,06:00 - 06:30,06:00 - 06:30,17.3,17.8,16.7,75.0,0.0,5.4,24.0,15.1,1022.4,197.0
Girona,2026-05-01,06:30 - 07:00,06:30 - 07:00,17.9,18.1,17.6,72.0,0.0,8.6,35.0,18.0,1022.6,298.0
