station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-05-01,00:00 - 00:30,00:00 - 00:30,15.3,15.4,15.3,95.0,0.0,4.3,24.0,13.0,1021.2,0.0
Girona,2026-05-01,00:30 - 01:00,00:30 - 01:00,15.0,15.2,14.8,97.0,0.0,1.8,13.0,6.1,1021.3,0.0
Girona,2026-05-01,01:00 - 01:30,01:00 - 01:30,15.3,15.4,15.1,97.0,0.0,4.0,37.0,10.8,1021.2,0.0
Girona,2026-05-01,01:30 - 02:00,01:30 - 02:00,15.4,15.5,15.3,93.0,0.0,4.0,15.0,9.7,1021.1,0.0
Girona,2026-05-01,02:00 - 02:30,02:00 - 02:30,15.2,15.3,15.1,92.0,0.0,4.7,357.0,13.3,1021.2,0.0
Girona,2026-05-01,02:30 - 03:00,02:30 - 03:00,15.2,15.2,15.2,90.0,0.0,2.2,11.0,10.8,1021.3,0.0
Girona,2026-05-01,03:00 - 03:30,03:00 - 03:30,15.3,15.4,15.2,88.0,0.0,2.2,25.0,7.9,1021.3,0.0
Girona,2026-05-01,03:30 - 04:00,03:30 - 04:00,15.5,15.6,15.4,84.0,0.0,3.2,357.0,10.4,1021.3,0.0
Girona,2026-05-01,04:00 - 04:30,04:00 - 04:30,15.7,15.7,15.6,82.0,0.0,4.3,350.0,10.1,1021.5,0.0
Girona,2026-05-01,04:30 - 05:00,04:30 - 05:00,15.7,15.8,15.7,81.0,0.0,3.6,12.0,10.8,1021.6,1.0
Girona,2026-05-01,05:00 - 05:30,05:00 - 05:30,15.9,16.0,15.8,80.0,0.0,4.3,22.0,11.2,1021.9,13.0
Girona,2026-05-01,05:30 - 06:00,05:30 - 06:00,16.2,16.7,16.0,79.0,0.0,3.6,12.0,12.2,1022.1,90.0
Girona,2026-05-01,06:00 - 06:30,06:00 - 06:30,17.3,17.8,16.7,75.0,0.0,5.4,24.0,15.1,1022.4,197.0
Girona,2026-05-01,06:30 - 07:00,06:30 - 07:00,17.9,18.1,17.6,72.0,0.0,8.6,35.0,18.0,1022.6,298.0
Girona,2026-05-01,07:00 - 07:30,07:00 - 07:30,18.0,18.5,17.6,73.0,0.0,6.8,31.0,16.9,1022.6,249.0
Girona,2026-05-01,07:30 - 08:00,07:30 - 08:00,18.2,18.9,17.8,71.0,0.0,8.3,38.0,16.6,1022.8,304.0
Girona,2026-05-01,08:00 - 08:30,08:00 - 08:30,19.0,19.4,18.3,66.0,0.0,8.3,47.0,18.4,1023.0,472.0
Girona,2026-05-01,08:30 - 09:00,08:30 - 09:00,19.8,20.2,19.3,62.0,0.0,9.4,41.0,18.7,1023.2,586.0
Girona,2026-05-01,09:00 - 09:30,09:00 - 09:30,19.9,20.3,19.4,61.0,0.0,9.4,47.0,22.3,1023.5,575.0
Girona,2026-05-01,09:30 - 10:00,09:30 - 10:00,19.6,20.0,19.2,62.0,0.0,8.6,39.0,18.7,1023.7,458.0
Girona,2026-05-01,10:00 - 10:30,10:00 - 10:30,20.2,20.5,19.7,62.0,0.0,9.4,33.0,20.5,1023.8,597.0
Girona,2026-05-01,10:30 - 11:00,10:30 - 11:00,20.0,20.6,19.6,63.0,0.0,9.4,32.0,21.2,1023.8,505.0
Girona,2026-05-01,11:00 - 11:30,11:00 - 11:30,20.4,20.9,19.9,57.0,0.0,9.0,44.0,21.2,1023.6,610.0
Girona,2026-05-01,11:30 - 12:00,11:30 - 12:00,21.1,21.5,20.4,50.0,0.0,8.6,61.0,19.4,1023.5,691.0
Girona,2026-05-01,12:00 - 12:30,12:00 - 12:30,21.5,21.8,21.1,49.0,0.0,8.3,42.0,18.0,1023.4,850.0
Girona,2026-05-01,12:30 - 13:00,12:30 - 13:00,21.5,22.1,21.1,47.0,0.0,10.8,30.0,22.3,1023.4,789.0
Girona,2026-05-01,13:00 - 13:30,13:00 - 13:30,21.0,21.5,20.8,47.0,0.0,9.4,45.0,18.4,1023.3,531.0
Girona,2026-05-01,13:30 - 14:00,13:30 - 14:00,21.3,22.0,20.7,45.0,0.0,9.7,45.0,19.8,1023.3,684.0
Girona,2026-05-01,14:00 - 14:30,14:00 - 14:30,20.9,21.6,20.4,46.0,0.0,9.4,41.0,23.8,1023.1,562.0
Girona,2026-05-01,14:30 - 15:00,14:30 - 15:00,21.6,22.2,21.2,42.0,0.0,10.4,21.0,25.2,1022.9,746.0
Girona,2026-05-01,15:00 - 15:30,15:00 - 15:30,20.6,21.3,20.2,44.0,0.0,9.4,38.0,20.2,1022.8,372.0
Girona,2026-05-01,15:30 - 16:00,15:30 - 16:00,19.9,20.2,19.8,45.0,0.0,6.5,35.0,17.3,1022.9,213.0
Girona,2026-05-01,16:00 - 16:30,16:00 - 16:30,19.9,20.1,19.7,47.0,0.0,6.5,47.0,15.1,1022.9,237.0
Girona,2026-05-01,16:30 - 17:00,16:30 - 17:00,19.7,19.9,19.6,56.0,0.0,7.9,65.0,15.5,1023.1,271.0
