station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2025-12-30,00:00 - 00:30,00:00 - 00:30,2.7,2.8,2.5,100.0,0.0,0.7,340.0,4.0,1018.8,0.0
Girona,2025-12-30,00:30 - 01:00,00:30 - 01:00,2.4,2.7,2.0,100.0,0.0,0.7,269.0,4.3,1018.7,0.0
Girona,2025-12-30,01:00 - 01:30,01:00 - 01:30,2.0,2.1,1.7,100.0,0.0,0.4,314.0,2.2,1018.6,0.0
Girona,2025-12-30,01:30 - 02:00,01:30 - 02:00,1.8,2.0,1.6,100.0,0.0,0.4,316.0,2.2,1018.5,0.0
Girona,2025-12-30,02:00 - 02:30,02:00 - 02:30,1.7,1.9,1.5,100.0,0.0,0.0,316.0,1.4,1018.3,0.0
Girona,2025-12-30,02:30 - 03:00,02:30 - 03:00,1.6,1.9,1.4,100.0,0.0,0.7,315.0,2.2,1018.3,0.0
Girona,2025-12-30,03:00 - 03:30,03:00 - 03:30,1.3,1.6,1.3,100.0,0.0,0.7,316.0,2.5,1018.2,0.0
Girona,2025-12-30,03:30 - 04:00,03:30 - 04:00,1.5,1.6,1.4,100.0,0.0,0.0,316.0,2.5,1018.0,0.0
Girona,2025-12-30,04:00 - 04:30,04:00 - 04:30,1.6,1.6,1.3,100.0,0.0,1.1,316.0,2.9,1017.9,0.0
Girona,2025-12-30,04:30 - 05:00,04:30 - 05:00,1.2,1.3,0.9,100.0,0.0,0.4,315.0,1.4,1017.9,0.0
Girona,2025-12-30,05:00 - 05:30,05:00 - 05:30,1.0,1.1,0.9,100.0,0.0,0.0,315.0,1.4,1017.8,0.0
Girona,2025-12-30,05:30 - 06:00,05:30 - 06:00,0.9,1.1,0.7,100.0,0.0,0.4,316.0,2.2,1017.7,0.0
Girona,2025-12-30,06:00 - 06:30,06:00 - 06:30,0.6,0.8,0.5,100.0,0.0,0.4,316.0,1.8,1017.7,0.0
Girona,2025-12-30,06:30 - 07:00,06:30 - 07:00,0.5,0.6,0.3,100.0,0.0,0.7,316.0,2.9,1017.7,0.0
Girona,2025-12-30,07:00 - 07:30,07:00 - 07:30,0.2,0.3,0.1,100.0,0.0,0.4,316.0,2.2,1017.8,3.0
Girona,2025-12-30,07:30 - 08:00,07:30 - 08:00,0.4,0.9,0.2,100.0,0.0,0.7,327.0,3.2,1017.9,29.0
Girona,2025-12-30,08:00 - 08:30,08:00 - 08:30,2.0,3.4,0.9,100.0,0.0,0.4,251.0,2.9,1017.9,107.0
Girona,2025-12-30,08:30 - 09:00,08:30 - 09:00,4.3,5.2,3.2,100.0,0.0,0.0,0.0,0.0,1017.8,189.0
Girona,2025-12-30,09:00 - 09:30,09:00 - 09:30,5.6,6.8,5.0,100.0,0.0,1.1,238.0,4.3,1017.8,251.0
Girona,2025-12-30,09:30 - 10:00,09:30 - 10:00,7.4,8.4,6.5,93.0,0.0,1.4,218.0,4.0,1017.7,295.0
Girona,2025-12-30,10:00 - 10:30,10:00 - 10:30,9.0,9.7,8.4,82.0,0.0,1.1,223.0,3.6,1017.5,357.0
Girona,2025-12-30,10:30 - 11:00,10:30 - 11:00,10.8,11.9,9.8,76.0,0.0,1.1,121.0,4.3,1017.1,395.0
Girona,2025-12-30,11:00 - 11:30,11:00 - 11:30,12.3,13.0,11.5,69.0,0.0,1.4,242.0,4.3,1016.7,415.0
Girona,2025-12-30,11:30 - 12:00,11:30 - 12:00,13.3,14.1,12.5,63.0,0.1,2.2,224.0,5.0,1016.2,432.0
Girona,2025-12-30,12:00 - 12:30,12:00 - 12:30,14.3,14.9,13.9,60.0,0.2,2.5,187.0,7.2,1015.7,429.0
