station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-04-04,00:00 - 00:30,00:00 - 00:30,5.8,6.1,5.5,92.0,0.0,1.8,352.0,7.6,1023.8,0.0
Girona,2026-04-04,00:30 - 01:00,00:30 - 01:00,5.2,5.4,5.1,94.0,0.0,2.5,270.0,5.4,1023.6,0.0
Girona,2026-04-04,01:00 - 01:30,01:00 - 01:30,5.0,5.3,4.5,95.0,0.0,2.2,314.0,6.5,1023.4,0.0
Girona,2026-04-04,01:30 - 02:00,01:30 - 02:00,5.0,5.1,4.8,94.0,0.0,1.1,38.0,5.4,1023.3,0.0
Girona,2026-04-04,02:00 - 02:30,02:00 - 02:30,4.8,4.9,4.7,97.0,0.0,1.8,306.0,6.1,1023.2,0.0
Girona,2026-04-04,02:30 - 03:00,02:30 - 03:00,4.5,4.8,4.1,97.0,0.0,2.2,71.0,5.8,1023.2,0.0
Girona,2026-04-04,03:00 - 03:30,03:00 - 03:30,4.3,4.5,4.1,97.0,0.0,1.8,298.0,4.7,1023.0,0.0
Girona,2026-04-04,03:30 - 04:00,03:30 - 04:00,3.9,4.3,3.6,98.0,0.0,1.4,305.0,5.8,1023.1,0.0
Girona,2026-04-04,04:00 - 04:30,04:00 - 04:30,3.8,3.9,3.7,99.0,0.0,1.8,286.0,5.0,1023.2,0.0
Girona,2026-04-04,04:30 - 05:00,04:30 - 05:00,3.4,3.9,3.3,99.0,0.0,0.4,248.0,1.8,1023.6,0.0
Girona,2026-04-04,05:00 - 05:30,05:00 - 05:30,3.4,3.6,3.2,100.0,0.0,1.8,311.0,6.5,1023.9,1.0
Girona,2026-04-04,05:30 - 06:00,05:30 - 06:00,3.3,3.6,3.1,100.0,0.0,1.1,236.0,3.2,1024.3,30.0
Girona,2026-04-04,06:00 - 06:30,06:00 - 06:30,5.1,6.4,3.8,97.0,0.0,4.0,269.0,9.4,1024.3,125.0
Girona,2026-04-04,06:30 - 07:00,06:30 - 07:00,7.5,9.0,6.5,83.0,0.0,4.7,75.0,13.3,1024.2,199.0
Girona,2026-04-04,07:00 - 07:30,07:00 - 07:30,10.2,11.4,8.9,71.0,0.0,2.9,123.0,9.0,1024.0,287.0
Girona,2026-04-04,07:30 - 08:00,07:30 - 08:00,12.3,13.8,11.4,62.0,0.0,3.2,126.0,7.9,1024.1,389.0
Girona,2026-04-04,08:00 - 08:30,08:00 - 08:30,14.7,15.6,13.8,54.0,0.0,4.0,136.0,9.7,1024.0,486.0
Girona,2026-04-04,08:30 - 09:00,08:30 - 09:00,16.5,17.5,15.6,49.0,0.0,3.2,163.0,7.6,1023.9,575.0
Girona,2026-04-04,09:00 - 09:30,09:00 - 09:30,18.2,18.8,17.6,46.0,0.0,4.3,161.0,9.7,1023.8,655.0
Girona,2026-04-04,09:30 - 10:00,09:30 - 10:00,19.6,20.7,19.0,41.0,0.0,5.0,175.0,10.8,1023.6,724.0
Girona,2026-04-04,10:00 - 10:30,10:00 - 10:30,21.3,21.9,20.6,37.0,0.0,3.6,243.0,11.9,1023.4,777.0
Girona,2026-04-04,10:30 - 11:00,10:30 - 11:00,21.9,22.5,21.5,36.0,0.0,5.8,240.0,12.6,1023.2,820.0
Girona,2026-04-04,11:00 - 11:30,11:00 - 11:30,23.0,23.4,22.5,36.0,0.0,7.2,48.0,15.1,1022.8,850.0
Girona,2026-04-04,11:30 - 12:00,11:30 - 12:00,23.9,24.3,23.3,34.0,0.0,6.8,22.0,15.8,1022.5,863.0
Girona,2026-04-04,12:00 - 12:30,12:00 - 12:30,23.9,24.1,23.7,33.0,0.0,9.4,31.0,21.6,1022.3,861.0
Girona,2026-04-04,12:30 - 13:00,12:30 - 13:00,24.1,24.6,23.8,33.0,0.0,8.3,53.0,17.3,1022.1,845.0
Girona,2026-04-04,13:00 - 13:30,13:00 - 13:30,24.4,24.9,23.9,33.0,0.0,6.8,71.0,19.4,1021.9,811.0
Girona,2026-04-04,13:30 - 14:00,13:30 - 14:00,24.1,24.8,23.4,35.0,0.0,12.2,154.0,29.5,1021.7,760.0
Girona,2026-04-04,14:00 - 14:30,14:00 - 14:30,23.1,23.5,22.8,38.0,0.0,14.0,137.0,24.8,1021.7,701.0
Girona,2026-04-04,14:30 - 15:00,14:30 - 15:00,22.9,23.3,22.6,36.0,0.0,12.6,161.0,23.0,1021.7,629.0
Girona,2026-04-04,15:00 - 15:30,15:00 - 15:30,22.6,22.9,22.1,36.0,0.0,10.4,172.0,22.3,1021.8,544.0
Girona,2026-04-04,15:30 - 16:00,15:30 - 16:00,22.0,22.3,21.6,36.0,0.0,12.2,181.0,24.8,1021.9,449.0
