station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-04-04,00:00 - 00:30,00:00 - 00:30,5.8,6.1,5.5,92.0,0.0,1.8,352.0,7.6,1023.8,0.0
Girona,2026-04-04,00:30 - 01:00,00:30 - 01:00,5.2,5.4,5.1,94.0,0.0,2.5,270.0,5.4,1023.6,0.0
Girona,2026-04-04,01:00 - 01:30,01:00 - 01:30,5.0,5.3,4.5,95.0,0.0,2.2,314.0,6.5,1023.4,0.0
Girona,2026-04-04,01:30 - 02:00,01:30 - 02:00,5.0,5.1,4.8,94.0,0.0,1.1,38.0,5.4,1023.3,0.0
Girona,2026-04-04,02:00 - 02:30,02:00 - 02:30,4.8,4.9,4.7,97.0,0.0,1.8,306.0,6.1,1023.2,0.0
Girona,2026-04-04,02:30 - 03:00,02:30 - 03:00,4.5,4.8,4.1,97.0,0.0,2.2,71.0,5.8,1023.2,0.0
Girona,2026-04-04,03:00 - 03:30,03:00 - 03:30,4.3,4.5,4.1,97.0,0.0,1.8,298.0,4.7,1023.0,0.0
Girona,2026-04-04,03:30 - 04:00,03:30 - 04:00,3.9,4.3,3.6,98.0,0.0,1.4,305.0,5.8,1023.1,0.0
Girona,2026-04-04,04:00 - 04:30,04:00 - 04:30,3.8,3.9,3.7,99.0,0.0,1.8,286.0,5.0,1023.2,0.0
Girona,2026-04-04,04:30 - 05:00,04:30 - 05:00,3.4,3.9,3.3,99.0,0.0,0.4,248.0,1.8,1023.6,0.0
Girona,2026-04-04,05:00 - 05:30,05:00 - 05:30,3.4,3.6,3.2,100.0,0.0,1.8,311.0,6.5,1023.9,1.0
Girona,2026-04-04,05:30 - 06:00,05:30 - 06:00,3.3,3.6,3.1,100.0,0.0,1.1,236.0,3.2,1024.3,30.0
Girona,2026-04-04,06:00 - 06:30,06:00 - 06:30,5.1,6.4,3.8,97.0,0.0,4.0,269.0,9.4,1024.3,125.0
Girona,2026-04-04,06:30 - 07:00,06:30 - 07:00,7.5,9.0,6.5,83.0,0.0,4.7,75.0,13.3,1024.2,199.0
Girona,2026-04-04,07:00 - 07:30,07:00 - 07:30,10.2,11.4,8.9,71.0,0.0,2.9,123.0,9.0,1024.0,287.0
Girona,2026-04-04,07:30 - 08:00,07:30 - 08:00,12.3,13.8,11.4,62.0,0.0,3.2,126.0,7.9,1024.1,389.0
Girona,2026-04-04,08:00 - 08:30,08:00 - 08:30,14.7,15.6,13.8,54.0,0.0,4.0,136.0,9.7,1024.0,486.0
Girona,2026-04-04,08:30 - 09:00,08:30 - 09:00,16.5,17.5,15.6,49.0,0.0,3.2,163.0,7.6,1023.9,575.0
