station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-05-12,00:00 - 00:30,00:00 - 00:30,10.2,10.3,10.0,100.0,0.0,1.1,334.0,4.3,1014.9,0.0
Girona,2026-05-12,00:30 - 01:00,00:30 - 01:00,9.9,10.1,9.7,100.0,0.0,0.4,291.0,2.9,1014.8,0.0
Girona,2026-05-12,01:00 - 01:30,01:00 - 01:30,9.5,9.7,9.3,100.0,0.0,0.0,274.0,1.1,1014.7,0.0
Girona,2026-05-12,01:30 - 02:00,01:30 - 02:00,9.2,9.4,9.1,100.0,0.0,1.1,315.0,6.1,1014.7,0.0
Girona,2026-05-12,02:00 - 02:30,02:00 - 02:30,9.1,9.3,8.8,100.0,0.0,0.7,269.0,3.6,1014.7,0.0
Girona,2026-05-12,02:30 - 03:00,02:30 - 03:00,8.9,9.1,8.8,100.0,0.0,0.7,11.0,3.6,1014.7,0.0
Girona,2026-05-12,03:00 - 03:30,03:00 - 03:30,8.6,8.8,8.5,100.0,0.0,0.7,329.0,4.0,1014.6,0.0
Girona,2026-05-12,03:30 - 04:00,03:30 - 04:00,8.4,8.6,8.1,100.0,0.0,1.1,344.0,4.7,1014.7,0.0
Girona,2026-05-12,04:00 - 04:30,04:00 - 04:30,8.0,8.2,7.9,100.0,0.0,0.4,314.0,2.5,1014.8,0.0
Girona,2026-05-12,04:30 - 05:00,04:30 - 05:00,8.1,8.3,8.0,100.0,0.0,0.7,290.0,2.9,1015.0,11.0
