station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-04-24,00:00 - 00:30,00:00 - 00:30,6.5,6.7,6.3,97.0,0.0
Fornells de la Selva,2026-04-24,00:30 - 01:00,00:30 - 01:00,6.4,6.8,5.9,97.0,0.0
Fornells de la Selva,2026-04-24,01:00 - 01:30,01:00 - 01:30,6.4,6.8,5.6,97.0,0.0
Fornells de la Selva,2026-04-24,01:30 - 02:00,01:30 - 02:00,6.0,6.2,5.6,98.0,0.0
Fornells de la Selva,2026-04-24,02:00 - 02:30,02:00 - 02:30,5.6,6.2,5.1,97.0,0.0
Fornells de la Selva,2026-04-24,02:30 - 03:00,02:30 - 03:00,5.4,5.7,5.2,98.0,0.0
Fornells de la Selva,2026-04-24,03:00 - 03:30,03:00 - 03:30,5.2,5.6,4.6,98.0,0.0
Fornells de la Selva,2026-04-24,03:30 - 04:00,03:30 - 04:00,5.1,5.5,4.6,98.0,0.0
Fornells de la Selva,2026-04-24,04:00 - 04:30,04:00 - 04:30,4.6,5.0,4.0,98.0,0.0
Fornells de la Selva,2026-04-24,04:30 - 05:00,04:30 - 05:00,4.3,4.8,3.9,98.0,0.0
