station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-08-19,00:00 - 00:30,00:00 - 00:30,23.2,23.5,22.9,100.0,0.0,1.1,269.0,3.2,1014.2,0.0
Girona,2026-08-19,00:30 - 01:00,00:30 - 01:00,22.8,22.9,22.7,100.0,0.0,2.2,250.0,4.7,1013.9,0.0
Girona,2026-08-19,01:00 - 01:30,01:00 - 01:30,22.7,22.7,22.4,100.0,0.0,2.2,250.0,5.4,1013.6,0.0
Girona,2026-08-19,01:30 - 02:00,01:30 - 02:00,22.2,22.4,21.9,100.0,0.0,1.1,301.0,4.0,1013.5,0.0
Girona,2026-08-19,02:00 - 02:30,02:00 - 02:30,21.8,21.9,21.7,100.0,0.0,0.7,280.0,3.2,1013.2,0.0
Girona,2026-08-19,02:30 - 03:00,02:30 - 03:00,21.6,21.7,21.5,100.0,0.0,1.8,266.0,5.0,1012.9,0.0
Girona,2026-08-19,03:00 - 03:30,03:00 - 03:30,21.4,21.5,21.3,100.0,0.0,1.1,257.0,2.9,1012.8,0.0
Girona,2026-08-19,03:30 - 04:00,03:30 - 04:00,21.5,22.0,21.2,100.0,0.0,2.2,167.0,6.1,1012.5,0.0
Girona,2026-08-19,04:00 - 04:30,04:00 - 04:30,21.7,21.9,21.4,100.0,0.0,1.4,218.0,4.7,1012.3,0.0
Girona,2026-08-19,04:30 - 05:00,04:30 - 05:00,21.1,21.3,20.9,100.0,0.0,1.1,291.0,3.2,1012.2,0.0
Girona,2026-08-19,05:00 - 05:30,05:00 - 05:30,20.7,20.9,20.7,100.0,0.0,1.1,305.0,3.6,1012.3,16.0
Girona,2026-08-19,05:30 - 06:00,05:30 - 06:00,21.4,22.5,20.8,100.0,0.0,1.4,272.0,5.0,1012.2,78.0
Girona,2026-08-19,06:00 - 06:30,06:00 - 06:30,23.2,23.7,22.5,97.0,0.0,0.4,248.0,3.2,1012.3,149.0
Girona,2026-08-19,06:30 - 07:00,06:30 - 07:00,24.4,25.2,23.7,91.0,0.0,1.4,286.0,4.3,1012.1,255.0
Girona,2026-08-19,07:00 - 07:30,07:00 - 07:30,25.5,26.3,25.0,83.0,0.0,1.4,281.0,4.0,1012.2,327.0
Girona,2026-08-19,07:30 - 08:00,07:30 - 08:00,27.0,28.2,26.1,75.0,0.0,1.4,339.0,5.4,1012.1,422.0
Girona,2026-08-19,08:00 - 08:30,08:00 - 08:30,28.4,29.0,27.9,68.0,0.0,3.2,49.0,9.0,1011.8,523.0
Girona,2026-08-19,08:30 - 09:00,08:30 - 09:00,29.6,30.5,28.9,63.0,0.0,4.3,47.0,8.6,1011.7,606.0
Girona,2026-08-19,09:00 - 09:30,09:00 - 09:30,31.0,31.7,30.1,57.0,0.0,2.5,89.0,7.9,1011.8,677.0
Girona,2026-08-19,09:30 - 10:00,09:30 - 10:00,31.7,32.4,30.9,54.0,0.0,4.3,4.0,9.7,1011.5,742.0
Girona,2026-08-19,10:00 - 10:30,10:00 - 10:30,32.4,33.1,31.6,50.0,0.0,3.6,1.0,7.2,1011.3,794.0
Girona,2026-08-19,10:30 - 11:00,10:30 - 11:00,33.7,34.2,33.0,45.0,0.0,3.6,352.0,8.6,1011.0,832.0
Girona,2026-08-19,11:00 - 11:30,11:00 - 11:30,35.1,36.2,34.0,41.0,0.0,3.6,14.0,9.7,1010.6,844.0
Girona,2026-08-19,11:30 - 12:00,11:30 - 12:00,36.0,36.4,35.6,39.0,0.0,2.9,97.0,8.6,1010.2,854.0
Girona,2026-08-19,12:00 - 12:30,12:00 - 12:30,37.0,37.4,36.2,39.0,0.0,5.8,160.0,17.3,1009.7,864.0
Girona,2026-08-19,12:30 - 13:00,12:30 - 13:00,37.1,37.8,36.8,43.0,0.0,8.6,174.0,19.1,1009.4,842.0
Girona,2026-08-19,13:00 - 13:30,13:00 - 13:30,37.2,37.8,36.8,43.0,0.0,9.7,170.0,19.8,1009.1,808.0
Girona,2026-08-19,13:30 - 14:00,13:30 - 14:00,37.0,37.4,36.6,44.0,0.0,9.7,184.0,22.0,1008.8,764.0
Girona,2026-08-19,14:00 - 14:30,14:00 - 14:30,36.7,37.1,36.4,46.0,0.0,9.4,189.0,20.9,1008.5,707.0
Girona,2026-08-19,14:30 - 15:00,14:30 - 15:00,36.0,36.6,35.3,48.0,0.0,11.2,183.0,26.6,1008.4,642.0
Girona,2026-08-19,15:00 - 15:30,15:00 - 15:30,35.1,35.7,33.7,50.0,0.0,11.2,175.0,25.2,1008.3,477.0
Girona,2026-08-19,15:30 - 16:00,15:30 - 16:00,33.0,33.7,32.2,57.0,0.0,10.8,177.0,25.6,1008.7,170.0
Girona,2026-08-19,16:00 - 16:30,16:00 - 16:30,31.9,32.2,31.5,62.0,0.0,10.8,177.0,24.1,1008.5,153.0
Girona,2026-08-19,16:30 - 17:00,16:30 - 17:00,31.3,31.6,30.8,66.0,0.0,11.9,170.0,23.8,1008.3,161.0
