station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-04-10,00:00 - 00:30,00:00 - 00:30,7.9,8.3,7.7,95.0,0.0
Fornells de la Selva,2026-04-10,00:30 - 01:00,00:30 - 01:00,7.8,8.2,7.5,94.0,0.0
Fornells de la Selva,2026-04-10,01:00 - 01:30,01:00 - 01:30,7.9,8.5,7.1,93.0,0.0
Fornells de la Selva,2026-04-10,01:30 - 02:00,01:30 - 02:00,7.2,7.5,6.9,95.0,0.0
Fornells de la Selva,2026-04-10,02:00 - 02:30,02:00 - 02:30,7.1,7.4,6.7,95.0,0.0
Fornells de la Selva,2026-04-10,02:30 - 03:00,02:30 - 03:00,6.5,6.8,6.1,95.0,0.0
Fornells de la Selva,2026-04-10,03:00 - 03:30,03:00 - 03:30,6.7,7.0,6.3,96.0,0.0
Fornells de la Selva,2026-04-10,03:30 - 04:00,03:30 - 04:00,6.3,6.6,5.9,96.0,0.0
Fornells de la Selva,2026-04-10,04:00 - 04:30,04:00 - 04:30,6.1,6.5,5.7,96.0,0.0
Fornells de la Selva,2026-04-10,04:30 - 05:00,04:30 - 05:00,6.1,6.4,5.8,96.0,0.0
Fornells de la Selva,2026-04-10,05:00 - 05:30,05:00 - 05:30,5.7,6.2,5.3,96.0,0.0
Fornells de la Selva,2026-04-10,05:30 - 06:00,05:30 - 06:00,6.3,7.0,5.6,97.0,0.0
Fornells de la Selva,2026-04-10,06:00 - 06:30,06:00 - 06:30,7.8,9.3,6.9,95.0,0.0
Fornells de la Selva,2026-04-10,06:30 - 07:00,06:30 - 07:00,11.0,12.3,9.4,85.0,0.0
Fornells de la Selva,2026-04-10,07:00 - 07:30,07:00 - 07:30,13.1,13.6,12.3,79.0,0.0
Fornells de la Selva,2026-04-10,07:30 - 08:00,07:30 - 08:00,16.1,17.9,13.7,72.0,0.0
Fornells de la Selva,2026-04-10,08:00 - 08:30,08:00 - 08:30,19.4,20.6,18.0,60.0,0.0
Fornells de la Selva,2026-04-10,08:30 - 09:00,08:30 - 09:00,21.0,22.1,20.3,57.0,0.0
Fornells de la Selva,2026-04-10,09:00 - 09:30,09:00 - 09:30,23.2,24.6,22.3,49.0,0.0
Fornells de la Selva,2026-04-10,09:30 - 10:00,09:30 - 10:00,25.4,26.7,24.7,36.0,0.0
Fornells de la Selva,2026-04-10,10:00 - 10:30,10:00 - 10:30,27.1,27.6,26.6,32.0,0.0
Fornells de la Selva,2026-04-10,10:30 - 11:00,10:30 - 11:00,27.6,27.9,27.3,25.0,0.0
