station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-09-07,00:00 - 00:30,00:00 - 00:30,18.8,19.0,18.7,88.0,0.0,2.9,239.0,6.5,1021.6,0.0
Girona,2026-09-07,00:30 - 01:00,00:30 - 01:00,18.8,19.0,18.7,86.0,0.0,3.6,256.0,6.8,1021.7,0.0
Girona,2026-09-07,01:00 - 01:30,01:00 - 01:30,18.7,19.2,18.3,86.0,0.0,1.4,246.0,5.0,1021.9,0.0
Girona,2026-09-07,01:30 - 02:00,01:30 - 02:00,18.2,18.4,17.9,89.0,0.0,1.4,264.0,5.0,1021.9,0.0
Girona,2026-09-07,02:00 - 02:30,02:00 - 02:30,17.8,17.9,17.5,92.0,0.0,1.1,274.0,4.3,1021.9,0.0
Girona,2026-09-07,02:30 - 03:00,02:30 - 03:00,17.3,17.6,17.1,94.0,0.0,0.4,283.0,3.6,1022.0,0.0
Girona,2026-09-07,03:00 - 03:30,03:00 - 03:30,17.0,17.2,16.9,95.0,0.0,0.7,284.0,2.5,1022.0,0.0
Girona,2026-09-07,03:30 - 04:00,03:30 - 04:00,16.9,17.1,16.7,97.0,0.0,1.8,275.0,4.7,1022.1,0.0
Girona,2026-09-07,04:00 - 04:30,04:00 - 04:30,16.6,16.7,16.4,98.0,0.0,0.0,281.0,0.7,1022.1,0.0
Girona,2026-09-07,04:30 - 05:00,04:30 - 05:00,16.5,16.6,16.3,99.0,0.0,0.4,281.0,1.8,1022.1,0.0
Girona,2026-09-07,05:00 - 05:30,05:00 - 05:30,16.2,16.3,16.1,100.0,0.0,0.4,300.0,3.6,1022.2,2.0
Girona,2026-09-07,05:30 - 06:00,05:30 - 06:00,16.5,17.0,16.3,100.0,0.0,0.0,305.0,1.8,1022.4,32.0
Girona,2026-09-07,06:00 - 06:30,06:00 - 06:30,18.2,19.3,17.1,90.0,0.0,0.7,288.0,4.7,1022.6,100.0
Girona,2026-09-07,06:30 - 07:00,06:30 - 07:00,20.3,21.5,19.4,77.0,0.0,1.4,249.0,4.0,1022.7,185.0
Girona,2026-09-07,07:00 - 07:30,07:00 - 07:30,22.6,23.7,21.5,70.0,0.0,0.7,277.0,4.0,1022.7,284.0
Girona,2026-09-07,07:30 - 08:00,07:30 - 08:00,24.8,25.8,23.7,69.0,0.0,1.1,351.0,4.0,1022.6,382.0
Girona,2026-09-07,08:00 - 08:30,08:00 - 08:30,26.4,27.4,25.2,69.0,0.0,1.8,241.0,4.7,1022.5,475.0
Girona,2026-09-07,08:30 - 09:00,08:30 - 09:00,28.6,29.7,27.3,58.0,0.0,1.8,341.0,5.4,1022.3,557.0
Girona,2026-09-07,09:00 - 09:30,09:00 - 09:30,30.3,30.6,29.5,50.0,0.0,4.3,90.0,7.6,1022.3,633.0
Girona,2026-09-07,09:30 - 10:00,09:30 - 10:00,31.6,32.2,30.6,46.0,0.0,2.2,3.0,6.8,1022.1,693.0
Girona,2026-09-07,10:00 - 10:30,10:00 - 10:30,32.9,33.9,31.9,43.0,0.0,2.9,40.0,7.6,1021.9,742.0
Girona,2026-09-07,10:30 - 11:00,10:30 - 11:00,33.9,34.5,33.5,40.0,0.0,4.3,48.0,10.1,1021.6,774.0
