station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-05-01,00:00 - 00:30,00:00 - 00:30,14.8,14.9,14.7,95.0,0.0
Fornells de la Selva,2026-05-01,00:30 - 01:00,00:30 - 01:00,14.5,14.7,14.3,95.0,0.0
Fornells de la Selva,2026-05-01,01:00 - 01:30,01:00 - 01:30,14.2,14.3,14.1,96.0,0.0
Fornells de la Selva,2026-05-01,01:30 - 02:00,01:30 - 02:00,14.5,14.6,14.3,96.0,0.0
Fornells de la Selva,2026-05-01,02:00 - 02:30,02:00 - 02:30,14.5,14.6,14.4,95.0,0.0
Fornells de la Selva,2026-05-01,02:30 - 03:00,02:30 - 03:00,14.4,14.5,14.3,95.0,0.0
Fornells de la Selva,2026-05-01,03:00 - 03:30,03:00 - 03:30,14.7,14.8,14.6,93.0,0.0
Fornells de la Selva,2026-05-01,03:30 - 04:00,03:30 - 04:00,14.9,14.9,14.8,91.0,0.0
Fornells de la Selva,2026-05-01,04:00 - 04:30,04:00 - 04:30,14.9,15.0,14.9,90.0,0.0
Fornells de la Selva,2026-05-01,04:30 - 05:00,04:30 - 05:00,15.0,15.1,15.0,88.0,0.0
Fornells de la Selva,2026-05-01,05:00 - 05:30,05:00 - 05:30,15.1,15.3,15.1,87.0,0.0
Fornells de la Selva,2026-05-01,05:30 - 06:00,05:30 - 06:00,15.2,15.4,15.1,87.0,0.0
Fornells de la Selva,2026-05-01,06:00 - 06:30,06:00 - 06:30,16.0,16.8,15.1,84.0,0.0
Fornells de la Selva,2026-05-01,06:30 - 07:00,06:30 - 07:00,17.4,17.6,16.9,79.0,0.0
Fornells de la Selva,2026-05-01,07:00 - 07:30,07:00 - 07:30,17.2,17.5,17.0,80.0,0.0
Fornells de la Selva,2026-05-01,07:30 - 08:00,07:30 - 08:00,18.2,19.0,17.6,76.0,0.0
Fornells de la Selva,2026-05-01,08:00 - 08:30,08:00 - 08:30,18.8,19.5,18.0,74.0,0.0
Fornells de la Selva,2026-05-01,08:30 - 09:00,08:30 - 09:00,19.0,19.7,18.4,72.0,0.0
Fornells de la Selva,2026-05-01,09:00 - 09:30,09:00 - 09:30,18.9,19.6,18.3,72.0,0.0
Fornells de la Selva,2026-05-01,09:30 - 10:00,09:30 - 10:00,18.9,19.7,18.5,72.0,0.0
Fornells de la Selva,2026-05-01,10:00 - 10:30,10:00 - 10:30,19.8,20.5,19.5,67.0,0.0
Fornells de la Selva,2026-05-01,10:30 - 11:00,10:30 - 11:00,19.7,20.2,19.3,67.0,0.0
Fornells de la Selva,2026-05-01,11:00 - 11:30,11:00 - 11:30,19.8,20.1,19.5,64.0,0.0
Fornells de la Selva,2026-05-01,11:30 - 12:00,11:30 - 12:00,20.7,21.3,20.1,59.0,0.0
Fornells de la Selva,2026-05-01,12:00 - 12:30,12:00 - 12:30,21.4,21.9,20.9,54.0,0.0
Fornells de la Selva,2026-05-01,12:30 - 13:00,12:30 - 13:00,21.4,21.8,20.8,50.0,0.0
Fornells de la Selva,2026-05-01,13:00 - 13:30,13:00 - 13:30,21.5,22.7,21.0,51.0,0.0
Fornells de la Selva,2026-05-01,13:30 - 14:00,13:30 - 14:00,22.2,22.9,21.4,51.0,0.0
Fornells de la Selva,2026-05-01,14:00 - 14:30,14:00 - 14:30,22.0,22.4,21.4,50.0,0.0
Fornells de la Selva,2026-05-01,14:30 - 15:00,14:30 - 15:00,20.7,22.3,19.7,51.0,0.0
Fornells de la Selva,2026-05-01,15:00 - 15:30,15:00 - 15:30,19.6,19.9,19.0,56.0,0.0
Fornells de la Selva,2026-05-01,15:30 - 16:00,15:30 - 16:00,18.9,19.0,18.9,60.0,0.0
Fornells de la Selva,2026-05-01,16:00 - 16:30,16:00 - 16:30,18.7,18.9,18.6,60.0,0.0
Fornells de la Selva,2026-05-01,16:30 - 17:00,16:30 - 17:00,19.0,19.2,18.6,62.0,0.0
Fornells de la Selva,2026-05-01,17:00 - 17:30,17:00 - 17:30,18.6,19.1,18.2,64.0,0.0
Fornells de la Selva,2026-05-01,17:30 - 18:00,17:30 - 18:00,17.8,18.1,17.4,71.0,0.0
Fornells de la Selva,2026-05-01,18:00 - 18:30,18:00 - 18:30,17.0,17.4,16.5,75.0,0.0
Fornells de la Selva,2026-05-01,18:30 - 19:00,18:30 - 19:00,16.0,16.5,15.7,81.0,0.0
Fornells de la Selva,2026-05-01,19:00 - 19:30,19:00 - 19:30,15.5,15.7,15.3,86.0,0.0
Fornells de la Selva,2026-05-01,19:30 - 20:00,19:30 - 20:00,15.4,15.5,15.3,88.0,0.0
Fornells de la Selva,2026-05-01,20:00 - 20:30,20:00 - 20:30,15.4,15.5,15.2,89.0,0.0
Fornells de la Selva,2026-05-01,20:30 - 21:00,20:30 - 21:00,15.2,15.2,15.1,90.0,0.0
Fornells de la Selva,2026-05-01,21:00 - 21:30,21:00 - 21:30,15.3,15.3,15.2,91.0,0.0
Fornells de la Selva,2026-05-01,21:30 - 22:00,21:30 - 22:00,15.1,15.3,15.0,91.0,0.0
Fornells de la Selva,2026-05-01,22:00 - 22:30,22:00 - 22:30,14.8,15.2,14.3,93.0,0.0
Fornells de la Selva,2026-05-01,22:30 - 23:00,22:30 - 23:00,13.6,14.3,13.3,95.0,0.0
Fornells de la Selva,2026-05-01,23:00 - 23:30,23:00 - 23:30,13.1,13.4,12.9,96.0,0.0
